StudentID,Student Name,Student Gender,Student Age,Student Class,Mother Name,Father Name,Contact Phone Number,Assigned Mentor,Mentor Phone Number
RJ_4118,Siya Patel,Female,6,1,Priya Reddy,Reyansh Patel,"=""6748387765""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4119,Sneha Reddy,Female,10,4,Siya Sharma,Arjun Shah,"=""9903509618""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4120,Kavya Reddy,Female,10,5,Isha Shah,Ishaan Kumar,"=""8675110439""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4121,Ananya Verma,Female,7,1,Aisha Gupta,Rohan Kumar,"=""6459599912""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4122,Aisha Shah,Female,13,7,Riya Patel,Ishaan Sharma,"=""7846353088""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4123,Sneha Patel,Female,13,7,Sneha Kumar,Sai Kumar,"=""9463276546""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4124,Isha Kumar,Female,6,1,Ananya Shah,Rohan Gupta,"=""6994946612""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4125,Arjun Patel,Male,7,1,Priya Reddy,Kabir Reddy,"=""6600125294""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4126,Aarav Verma,Male,13,7,Sneha Reddy,Reyansh Sharma,"=""6968440244""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4127,Isha Kumar,Female,7,1,Priya Singh,Ishaan Khan,"=""7534164209""",Ms. Pooja Verma,"=""9876543213"""
RJ_4128,Sai Kumar,Male,18,12,Aisha Kumar,Sai Reddy,"=""6947803583""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4129,Diya Jain,Female,13,7,Priya Singh,Sai Sharma,"=""7469189574""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4130,Arjun Gupta,Male,17,12,Kavya Khan,Sai Patel,"=""8354806942""",Mr. Amit Singh,"=""9876543212"""
RJ_4131,Arjun Kumar,Male,16,10,Kavya Kumar,Sai Reddy,"=""6362254370""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4132,Tara Patel,Female,13,7,Tara Kumar,Sai Verma,"=""8674748762""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4133,Aisha Shah,Female,17,12,Priya Patel,Kabir Gupta,"=""9496032890""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4134,Tara Reddy,Female,14,8,Ananya Verma,Aditya Shah,"=""9980280113""",Ms. Pooja Verma,"=""9876543213"""
RJ_4135,Rohan Verma,Male,13,7,Riya Singh,Kabir Shah,"=""8640263240""",Mr. Amit Singh,"=""9876543212"""
RJ_4136,Arjun Patel,Male,11,5,Priya Reddy,Aditya Patel,"=""6208809237""",Mr. Amit Singh,"=""9876543212"""
RJ_4137,Siya Verma,Female,13,8,Diya Khan,Aditya Khan,"=""9789363486""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4138,Aisha Patel,Female,8,3,Priya Reddy,Kabir Gupta,"=""9535261227""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4139,Sneha Reddy,Female,11,6,Aisha Verma,Sai Verma,"=""8945960093""",Ms. Pooja Verma,"=""9876543213"""
RJ_4140,Ishaan Khan,Male,11,6,Riya Gupta,Aditya Singh,"=""9315659847""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4141,Diya Shah,Female,9,3,Ananya Reddy,Aryan Khan,"=""9194169402""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4142,Kavya Reddy,Female,17,11,Diya Jain,Aryan Reddy,"=""7152222852""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4143,Kavya Jain,Female,18,12,Isha Kumar,Kabir Reddy,"=""6417768269""",Mr. Amit Singh,"=""9876543212"""
RJ_4144,Aryan Sharma,Male,8,2,Siya Jain,Ishaan Jain,"=""8466139088""",Mr. Amit Singh,"=""9876543212"""
RJ_4145,Aisha Patel,Female,11,5,Siya Sharma,Arjun Kumar,"=""7569079442""",Ms. Pooja Verma,"=""9876543213"""
RJ_4146,Arjun Jain,Male,15,10,Ananya Patel,Rohan Patel,"=""6399782718""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4147,Aditya Gupta,Male,13,7,Sneha Sharma,Arjun Verma,"=""9420018009""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4148,Rohan Verma,Male,15,9,Isha Reddy,Rohan Verma,"=""7817483021""",Mr. Amit Singh,"=""9876543212"""
RJ_4149,Sai Gupta,Male,12,6,Ananya Reddy,Vihaan Gupta,"=""8622805614""",Ms. Pooja Verma,"=""9876543213"""
RJ_4150,Reyansh Shah,Male,13,7,Ananya Verma,Vihaan Verma,"=""8574579110""",Mr. Amit Singh,"=""9876543212"""
RJ_4151,Kavya Sharma,Female,17,11,Diya Sharma,Sai Patel,"=""9954009424""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4152,Sai Sharma,Male,13,7,Siya Khan,Aarav Kumar,"=""8101920402""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4153,Sai Kumar,Male,8,2,Diya Gupta,Ishaan Reddy,"=""8944057859""",Ms. Pooja Verma,"=""9876543213"""
RJ_4154,Reyansh Khan,Male,15,10,Aisha Singh,Aryan Gupta,"=""8501999139""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4155,Aisha Reddy,Female,13,8,Siya Khan,Ishaan Jain,"=""9811131114""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4156,Tara Reddy,Female,12,7,Diya Verma,Arjun Kumar,"=""8813346993""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4157,Arjun Khan,Male,15,10,Isha Singh,Vihaan Jain,"=""6120652344""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4158,Kavya Jain,Female,14,9,Priya Singh,Sai Sharma,"=""9462935996""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4159,Isha Patel,Female,14,9,Siya Jain,Vihaan Reddy,"=""8102468030""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4160,Reyansh Khan,Male,14,8,Ananya Sharma,Aarav Sharma,"=""9750523618""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4161,Sai Reddy,Male,8,2,Kavya Jain,Rohan Kumar,"=""7977983836""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4162,Diya Jain,Female,11,6,Aisha Kumar,Arjun Jain,"=""7534563836""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4163,Tara Verma,Female,8,3,Aisha Khan,Ishaan Verma,"=""7696165238""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4164,Aditya Jain,Male,9,4,Ananya Patel,Aryan Shah,"=""7900410068""",Mr. Amit Singh,"=""9876543212"""
RJ_4165,Kavya Gupta,Female,10,5,Priya Gupta,Sai Sharma,"=""8317369346""",Ms. Pooja Verma,"=""9876543213"""
RJ_4166,Sai Shah,Male,15,10,Isha Khan,Aarav Jain,"=""6961085670""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4167,Tara Singh,Female,8,3,Diya Reddy,Vihaan Jain,"=""9911847050""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4168,Riya Jain,Female,8,2,Priya Verma,Aryan Khan,"=""7634192056""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4169,Vihaan Shah,Male,17,11,Sneha Jain,Reyansh Khan,"=""6862119944""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4170,Arjun Khan,Male,10,5,Diya Verma,Aditya Jain,"=""9934035294""",Mr. Amit Singh,"=""9876543212"""
RJ_4171,Diya Singh,Female,11,6,Tara Gupta,Aditya Gupta,"=""6468041603""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4172,Priya Kumar,Female,14,8,Siya Jain,Kabir Khan,"=""9185848290""",Ms. Pooja Verma,"=""9876543213"""
RJ_4173,Isha Gupta,Female,15,10,Siya Jain,Rohan Kumar,"=""6811747313""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4174,Aryan Kumar,Male,15,9,Priya Khan,Kabir Singh,"=""8369265334""",Ms. Pooja Verma,"=""9876543213"""
RJ_4175,Priya Kumar,Female,7,2,Diya Verma,Kabir Shah,"=""9610968606""",Mr. Amit Singh,"=""9876543212"""
RJ_4176,Reyansh Jain,Male,11,5,Aisha Reddy,Kabir Jain,"=""8898730449""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4177,Isha Singh,Female,15,10,Sneha Verma,Aditya Khan,"=""6107019238""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4178,Arjun Gupta,Male,10,4,Riya Verma,Vihaan Gupta,"=""6616560654""",Ms. Pooja Verma,"=""9876543213"""
RJ_4179,Aisha Khan,Female,7,1,Diya Khan,Sai Reddy,"=""6772587000""",Ms. Pooja Verma,"=""9876543213"""
RJ_4180,Arjun Reddy,Male,9,4,Aisha Khan,Rohan Singh,"=""8879085315""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4181,Rohan Patel,Male,18,12,Riya Patel,Vihaan Jain,"=""6562181427""",Mr. Amit Singh,"=""9876543212"""
RJ_4182,Ishaan Patel,Male,8,3,Sneha Patel,Sai Reddy,"=""9212920698""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4183,Reyansh Shah,Male,16,11,Priya Patel,Ishaan Shah,"=""7313603216""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4184,Riya Gupta,Female,7,1,Diya Singh,Vihaan Verma,"=""6955517055""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4185,Siya Patel,Female,7,2,Sneha Jain,Kabir Patel,"=""9584307263""",Ms. Pooja Verma,"=""9876543213"""
RJ_4186,Tara Patel,Female,15,9,Aisha Shah,Rohan Singh,"=""7792502570""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4187,Tara Khan,Female,13,8,Priya Kumar,Reyansh Sharma,"=""6905815145""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4188,Aisha Patel,Female,10,5,Riya Sharma,Arjun Gupta,"=""7231917310""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4189,Priya Gupta,Female,12,6,Ananya Singh,Ishaan Verma,"=""9566171510""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4190,Aryan Singh,Male,17,11,Ananya Khan,Rohan Kumar,"=""9394045596""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4191,Aarav Khan,Male,7,1,Aisha Patel,Aarav Shah,"=""7261163829""",Mr. Amit Singh,"=""9876543212"""
RJ_4192,Kavya Patel,Female,15,9,Riya Sharma,Sai Khan,"=""8710503234""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4193,Aarav Reddy,Male,15,9,Siya Reddy,Aarav Kumar,"=""9750908660""",Ms. Pooja Verma,"=""9876543213"""
RJ_4194,Sai Patel,Male,16,11,Priya Kumar,Sai Khan,"=""8558910692""",Ms. Pooja Verma,"=""9876543213"""
RJ_4195,Riya Patel,Female,15,10,Isha Verma,Kabir Kumar,"=""6391858546""",Mr. Amit Singh,"=""9876543212"""
RJ_4196,Siya Patel,Female,7,2,Kavya Jain,Reyansh Patel,"=""6856201262""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4197,Aditya Reddy,Male,15,10,Sneha Reddy,Aarav Kumar,"=""8940034863""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4198,Diya Verma,Female,13,8,Sneha Sharma,Arjun Shah,"=""6361030373""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4199,Arjun Singh,Male,7,2,Riya Khan,Vihaan Shah,"=""6907529006""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4200,Kabir Gupta,Male,13,7,Siya Reddy,Rohan Verma,"=""7655755313""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4201,Aditya Singh,Male,11,6,Ananya Verma,Aditya Kumar,"=""6338132153""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4202,Riya Sharma,Female,6,1,Diya Sharma,Sai Khan,"=""7570341810""",Ms. Pooja Verma,"=""9876543213"""
RJ_4203,Priya Reddy,Female,12,7,Diya Singh,Reyansh Khan,"=""7850601326""",Mr. Amit Singh,"=""9876543212"""
RJ_4204,Aisha Shah,Female,13,7,Siya Reddy,Sai Reddy,"=""9433093795""",Ms. Pooja Verma,"=""9876543213"""
RJ_4205,Reyansh Verma,Male,7,2,Siya Sharma,Arjun Khan,"=""6439908246""",Mr. Amit Singh,"=""9876543212"""
RJ_4206,Arjun Jain,Male,14,9,Aisha Patel,Kabir Jain,"=""8168629336""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4207,Kabir Khan,Male,11,6,Isha Verma,Sai Reddy,"=""7631339744""",Mr. Amit Singh,"=""9876543212"""
RJ_4208,Riya Reddy,Female,7,2,Isha Jain,Sai Singh,"=""6977119770""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4209,Ananya Patel,Female,13,8,Ananya Gupta,Aditya Sharma,"=""7711482379""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4210,Aarav Jain,Male,11,6,Ananya Shah,Aditya Gupta,"=""9297624950""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4211,Kavya Jain,Female,12,7,Isha Sharma,Kabir Gupta,"=""7136038605""",Mr. Amit Singh,"=""9876543212"""
RJ_4212,Aisha Verma,Female,11,6,Priya Kumar,Kabir Khan,"=""7996266009""",Mr. Amit Singh,"=""9876543212"""
RJ_4213,Riya Reddy,Female,10,4,Sneha Kumar,Kabir Singh,"=""9491070042""",Ms. Pooja Verma,"=""9876543213"""
RJ_4214,Aditya Sharma,Male,16,10,Kavya Reddy,Kabir Gupta,"=""6823445781""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4215,Sai Patel,Male,13,8,Ananya Khan,Aarav Shah,"=""7172546014""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4216,Reyansh Verma,Male,9,4,Kavya Jain,Sai Khan,"=""6315857206""",Ms. Pooja Verma,"=""9876543213"""
RJ_4217,Arjun Gupta,Male,7,2,Isha Shah,Arjun Patel,"=""6734641206""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4218,Aisha Patel,Female,11,6,Sneha Sharma,Aryan Sharma,"=""6801525520""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4219,Sneha Sharma,Female,7,2,Siya Singh,Ishaan Shah,"=""7660128311""",Mr. Amit Singh,"=""9876543212"""
RJ_4220,Aditya Shah,Male,15,10,Riya Singh,Aryan Kumar,"=""8153208252""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4221,Tara Patel,Female,17,11,Sneha Gupta,Ishaan Singh,"=""6479672519""",Ms. Pooja Verma,"=""9876543213"""
RJ_4222,Kabir Verma,Male,6,1,Aisha Gupta,Reyansh Jain,"=""8799666083""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4223,Rohan Khan,Male,10,5,Siya Jain,Vihaan Gupta,"=""8973939619""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4224,Kavya Jain,Female,17,11,Kavya Kumar,Aditya Kumar,"=""8203886260""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4225,Arjun Verma,Male,8,3,Kavya Patel,Rohan Singh,"=""8285528437""",Mr. Amit Singh,"=""9876543212"""
RJ_4226,Ishaan Patel,Male,8,3,Ananya Khan,Sai Gupta,"=""6685258192""",Mr. Amit Singh,"=""9876543212"""
RJ_4227,Aisha Kumar,Female,7,2,Kavya Kumar,Vihaan Jain,"=""7467981389""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4228,Ishaan Kumar,Male,9,3,Riya Reddy,Sai Sharma,"=""9809487974""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4229,Vihaan Verma,Male,14,9,Riya Sharma,Kabir Jain,"=""7291833289""",Ms. Pooja Verma,"=""9876543213"""
RJ_4230,Aryan Shah,Male,8,3,Aisha Gupta,Arjun Jain,"=""9618682544""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4231,Riya Gupta,Female,10,5,Priya Shah,Reyansh Jain,"=""8275695477""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4232,Diya Reddy,Female,10,4,Aisha Patel,Aarav Reddy,"=""7961152359""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4233,Aditya Verma,Male,6,1,Aisha Reddy,Ishaan Verma,"=""6297561446""",Ms. Pooja Verma,"=""9876543213"""
RJ_4234,Kavya Gupta,Female,8,3,Aisha Shah,Arjun Shah,"=""6156409058""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4235,Aarav Singh,Male,18,12,Tara Patel,Aryan Shah,"=""9267683710""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4236,Isha Patel,Female,10,5,Sneha Khan,Ishaan Verma,"=""8906483182""",Ms. Pooja Verma,"=""9876543213"""
RJ_4237,Riya Kumar,Female,14,9,Ananya Sharma,Arjun Jain,"=""8510993371""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4238,Kabir Sharma,Male,12,7,Aisha Reddy,Arjun Sharma,"=""6227630420""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4239,Tara Verma,Female,10,5,Riya Verma,Rohan Patel,"=""9555556513""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4240,Reyansh Kumar,Male,12,6,Sneha Gupta,Sai Jain,"=""6732343901""",Mr. Amit Singh,"=""9876543212"""
RJ_4241,Aryan Sharma,Male,13,7,Ananya Singh,Aditya Verma,"=""6660126506""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4242,Vihaan Verma,Male,7,2,Diya Khan,Kabir Sharma,"=""7708657192""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4243,Vihaan Kumar,Male,11,6,Isha Khan,Aarav Shah,"=""6635260825""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4244,Arjun Jain,Male,12,6,Aisha Patel,Reyansh Jain,"=""7386522356""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4245,Arjun Patel,Male,8,2,Siya Khan,Kabir Verma,"=""9388265561""",Mr. Amit Singh,"=""9876543212"""
RJ_4246,Kavya Shah,Female,14,9,Priya Shah,Reyansh Khan,"=""6498952833""",Mr. Amit Singh,"=""9876543212"""
RJ_4247,Arjun Shah,Male,15,9,Diya Khan,Arjun Reddy,"=""6190257682""",Ms. Pooja Verma,"=""9876543213"""
RJ_4248,Tara Gupta,Female,6,1,Isha Kumar,Reyansh Singh,"=""8903537121""",Ms. Pooja Verma,"=""9876543213"""
RJ_4249,Sai Jain,Male,16,10,Tara Reddy,Ishaan Patel,"=""8958294033""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4250,Aarav Verma,Male,11,6,Diya Shah,Aditya Singh,"=""8143664028""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4251,Diya Reddy,Female,16,10,Siya Patel,Kabir Gupta,"=""9347196082""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4252,Aditya Singh,Male,12,7,Priya Gupta,Kabir Sharma,"=""8506498874""",Mr. Amit Singh,"=""9876543212"""
RJ_4253,Aisha Sharma,Female,11,5,Siya Jain,Vihaan Reddy,"=""9286387166""",Mr. Amit Singh,"=""9876543212"""
RJ_4254,Kabir Khan,Male,12,6,Ananya Gupta,Aditya Kumar,"=""9434651939""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4255,Arjun Patel,Male,8,3,Sneha Verma,Aryan Verma,"=""6110973630""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4256,Riya Jain,Female,10,5,Sneha Patel,Kabir Singh,"=""8205296623""",Ms. Pooja Verma,"=""9876543213"""
RJ_4257,Ishaan Khan,Male,12,6,Tara Patel,Aryan Sharma,"=""6699991409""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4258,Rohan Gupta,Male,15,9,Priya Gupta,Reyansh Kumar,"=""7896021191""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4259,Diya Jain,Female,15,9,Priya Kumar,Aryan Gupta,"=""9531660748""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4260,Aarav Shah,Male,16,10,Isha Gupta,Kabir Singh,"=""9328895031""",Mr. Amit Singh,"=""9876543212"""
RJ_4261,Aarav Gupta,Male,10,4,Riya Gupta,Vihaan Shah,"=""7575973605""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4262,Rohan Shah,Male,6,1,Sneha Reddy,Aryan Khan,"=""9204645512""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4263,Tara Reddy,Female,12,6,Riya Khan,Rohan Kumar,"=""7601324968""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4264,Tara Verma,Female,8,2,Tara Patel,Sai Patel,"=""9895043956""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4265,Reyansh Sharma,Male,17,11,Sneha Patel,Vihaan Khan,"=""9845010111""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4266,Diya Verma,Female,17,11,Isha Reddy,Aditya Jain,"=""6663322850""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4267,Reyansh Sharma,Male,13,8,Aisha Jain,Ishaan Reddy,"=""9797631055""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4268,Vihaan Jain,Male,8,2,Ananya Jain,Rohan Shah,"=""7132625299""",Ms. Pooja Verma,"=""9876543213"""
RJ_4269,Kavya Patel,Female,14,9,Aisha Sharma,Aarav Patel,"=""9143552829""",Mr. Amit Singh,"=""9876543212"""
RJ_4270,Aditya Patel,Male,14,9,Kavya Gupta,Ishaan Kumar,"=""8177488755""",Ms. Pooja Verma,"=""9876543213"""
RJ_4271,Sneha Patel,Female,12,7,Ananya Verma,Aditya Verma,"=""7519277413""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4272,Ishaan Kumar,Male,15,10,Sneha Sharma,Aditya Jain,"=""6371668047""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4273,Vihaan Shah,Male,14,8,Siya Shah,Aditya Verma,"=""7555758090""",Ms. Pooja Verma,"=""9876543213"""
RJ_4274,Ishaan Patel,Male,16,10,Kavya Singh,Aditya Patel,"=""9518328712""",Ms. Pooja Verma,"=""9876543213"""
RJ_4275,Vihaan Khan,Male,8,3,Siya Sharma,Aryan Verma,"=""7939840850""",Ms. Pooja Verma,"=""9876543213"""
RJ_4276,Sai Gupta,Male,6,1,Tara Jain,Sai Khan,"=""9697569629""",Ms. Pooja Verma,"=""9876543213"""
RJ_4277,Priya Sharma,Female,15,10,Tara Khan,Aditya Singh,"=""7588320459""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4278,Priya Patel,Female,13,7,Diya Singh,Rohan Verma,"=""8461192137""",Mr. Amit Singh,"=""9876543212"""
RJ_4279,Ishaan Khan,Male,6,1,Priya Gupta,Arjun Khan,"=""8111512630""",Ms. Pooja Verma,"=""9876543213"""
RJ_4280,Riya Gupta,Female,8,3,Sneha Khan,Rohan Khan,"=""8378954992""",Ms. Pooja Verma,"=""9876543213"""
RJ_4281,Tara Singh,Female,13,8,Ananya Gupta,Aditya Khan,"=""9313425831""",Mr. Amit Singh,"=""9876543212"""
RJ_4282,Aryan Reddy,Male,10,4,Riya Jain,Aryan Patel,"=""9781752786""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4283,Diya Jain,Female,17,11,Isha Reddy,Rohan Gupta,"=""9538036479""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4284,Siya Patel,Female,11,6,Sneha Shah,Sai Khan,"=""7372656921""",Ms. Pooja Verma,"=""9876543213"""
RJ_4285,Tara Patel,Female,15,10,Kavya Shah,Arjun Singh,"=""8348496171""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4286,Sneha Jain,Female,8,3,Isha Verma,Sai Singh,"=""9192133742""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4287,Reyansh Gupta,Male,8,2,Diya Shah,Kabir Verma,"=""7632158710""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4288,Rohan Shah,Male,6,1,Siya Reddy,Reyansh Shah,"=""8475407041""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4289,Arjun Sharma,Male,16,11,Priya Verma,Arjun Singh,"=""6520986262""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4290,Ananya Gupta,Female,6,1,Tara Kumar,Vihaan Sharma,"=""8348742397""",Ms. Pooja Verma,"=""9876543213"""
RJ_4291,Rohan Shah,Male,10,5,Aisha Khan,Aryan Sharma,"=""9809653634""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4292,Rohan Reddy,Male,12,7,Aisha Singh,Arjun Jain,"=""7893554828""",Mr. Amit Singh,"=""9876543212"""
RJ_4293,Siya Jain,Female,9,3,Tara Gupta,Kabir Verma,"=""9208659938""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4294,Diya Gupta,Female,13,8,Riya Verma,Reyansh Jain,"=""7682900927""",Mr. Amit Singh,"=""9876543212"""
RJ_4295,Aryan Reddy,Male,16,10,Sneha Kumar,Aryan Khan,"=""8831479889""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4296,Sai Singh,Male,9,4,Ananya Khan,Ishaan Patel,"=""9505279206""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4297,Aarav Gupta,Male,11,5,Tara Reddy,Aarav Sharma,"=""7169837238""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4298,Kavya Gupta,Female,7,2,Tara Singh,Aryan Shah,"=""9350816799""",Ms. Pooja Verma,"=""9876543213"""
RJ_4299,Tara Kumar,Female,18,12,Sneha Sharma,Reyansh Singh,"=""8924703641""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4300,Siya Sharma,Female,16,10,Aisha Patel,Aarav Patel,"=""8999024571""",Mr. Amit Singh,"=""9876543212"""
RJ_4301,Ishaan Sharma,Male,8,2,Kavya Gupta,Arjun Verma,"=""7710888807""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4302,Siya Gupta,Female,16,11,Kavya Kumar,Ishaan Singh,"=""9812776743""",Ms. Pooja Verma,"=""9876543213"""
RJ_4303,Ananya Verma,Female,11,5,Aisha Singh,Ishaan Khan,"=""7438028155""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4304,Siya Reddy,Female,10,4,Siya Singh,Reyansh Kumar,"=""9240774126""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4305,Siya Kumar,Female,13,8,Riya Patel,Aryan Kumar,"=""6713570869""",Mr. Amit Singh,"=""9876543212"""
RJ_4306,Kavya Verma,Female,6,1,Kavya Singh,Ishaan Jain,"=""6169032481""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4307,Ananya Khan,Female,13,8,Sneha Khan,Arjun Kumar,"=""8629789107""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4308,Sneha Jain,Female,6,1,Priya Patel,Kabir Singh,"=""8730856544""",Ms. Pooja Verma,"=""9876543213"""
RJ_4309,Diya Gupta,Female,11,5,Siya Verma,Reyansh Sharma,"=""8110369317""",Ms. Sunita Sharma,"=""9876543211"""
RJ_4310,Tara Reddy,Female,12,6,Kavya Gupta,Sai Gupta,"=""6446952748""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4311,Reyansh Singh,Male,16,10,Priya Gupta,Arjun Kumar,"=""7465834631""",Mr. Amit Singh,"=""9876543212"""
RJ_4312,Siya Khan,Female,15,9,Sneha Singh,Sai Kumar,"=""7232650821""",Mr. Amit Singh,"=""9876543212"""
RJ_4313,Kavya Reddy,Female,7,2,Tara Gupta,Ishaan Gupta,"=""7879761469""",Mr. Rajesh Kumar,"=""9876543210"""
RJ_4314,Isha Shah,Female,8,2,Kavya Shah,Sai Gupta,"=""7520420022""",Mr. Vijay Gupta,"=""9876543214"""
RJ_4315,Aditya Patel,Male,13,8,Diya Patel,Aarav Jain,"=""7661761460""",Mr. Rajesh Kumar,"=""9876543210"""
